hour,kind,name,from_w,to_w,loading_percent,p_from_mw
h_01,line,138 kV El Naranjo – Puerto Plata 2_c,WXLG3E,WPP21E,7.404281756590245,21.750211384888228
h_01,line,138 kV El Naranjo – Puerto Plata 2_b,WXNV2E,WXLG3E,7.725786826570542,21.804136866719016
h_01,line,138 kV Los Guzmancito – Navarrete 2_a,WXLG1E,WLGUZE,2.646709897529359,3.2052176672602704
h_01,line,138 kV Los Guzmancito – Puerto Plata 2_a,WXLG2E,WLGUZE,25.804233945269655,-81.60483813965084
h_01,line,138 kV Matrisol – Nagua 2_b,WX1MTE,WNAG2E,4.587825734295353,-6.856612542847981
h_01,line,138 kV Dajabón – Monte Cristi,WMONTE,WDAJAE,5.783994703888837,8.851492634688203
h_01,line,138 kV El Naranjo – Navarrete 2,WNAR1E,WNA21E,3.1274901440843945,-3.3839719668498955
h_01,line,138 kV Canabacoa – Nibaje_b,WXNI3E,WNIBAE,13.823321324089077,18.06182937928481
h_01,line,138 kV Nibaje – ZF Santiago_a,WXNI2E,WNIBAE,27.99622518908547,37.43959316945419
h_01,line,138 kV Bonao 3 – FALCONDO,WFALCE,WBO31E,0.12081429277129473,-3.144726642408712e-13
h_01,line,138 kV Canabacoa – El Naranjo L2,WCAN1E,WNAR1E,24.19348189657675,-75.84495726368682
h_01,line,138 kV Canabacoa – El Naranjo L1,WCAN1E,WNAR1E,24.19348189657675,-75.84495726368682
h_01,line,138 kV El Naranjo – ZF Santiago L2,WNAR1E,WZSA1E,32.876008416944934,103.48432759917634
h_01,line,138 kV El Naranjo – ZF Santiago L1,WNAR1E,WZSA1E,32.876008416944934,103.48432759917634
h_01,line,138 kV Esperanza – Navarrete 2 L1,WESP1E,WNA21E,3.390395124045087,10.679999999999708
h_01,line,138 kV Esperanza – Navarrete 2 L2,WESP1E,WNA21E,3.390395124045087,10.679999999999708
h_01,line,138 kV Matrisol – Nagua 2_a,WMAT1E,WX1MTE,4.609487303133149,-6.855444854996133
h_01,line,138 kV Matrisol – Río San Juan_a,WMAT1E,WX2MTE,4.634146714663066,6.855444854997378
h_01,line,34.5 kV Jánico – Tavera,WTAVEK,WJANIK,2.444456471940611,-0.29873375515831546
h_01,line,138 kV El Naranjo – SAJOMA L2,WSAJ1E,WNAR1E,0.2715928438675938,2.721090619636986e-13
h_01,line,138 kV El Naranjo – SAJOMA L1,WSAJ1E,WNAR1E,0.2715928438675938,2.721090619636986e-13
h_01,line,69 kV Derivación Ingenio CAEI,WICAEF,WXICAF,0.14710316874242932,-0.059040491001807444
h_01,line,69 kV Cruce de Ocoa – km 15 de Azua_b,WXAZUF,WXABCF,11.48268201095731,4.462734756637142
h_01,line,69 kV Cruce de Ocoa – km 15 de Azua_c,WXPLIF,WXAZUF,42.17575169014495,25.94820374854755
h_01,line,69 kV Derivación Baní Matadero,WXBMAF,WBMATF,32.12206233576659,13.056652833571997
h_01,line,69 kV Sabaneta – San Juan_a,WSJUAF,WXSABF,5.0131678839885545,-3.868745708027197
h_01,line,69 kV km 15 de Azua – Sabana Yegua_c,WXVILF,WXSYEF,9.140190403332584,-7.082680692259641
h_01,line,69 kV Cruce de Ocoa – km 15 de Azua_a,WXABCF,WCOCOF,10.675289253962216,2.374123303722063
h_01,line,69 kV Cruce de Ocoa – Pizarrete_a,WCOCOF,WXBAPF,19.35773889631502,-4.487118186050018
h_01,line,69 kV Cruce de Ocoa – San José de Ocoa,WCOCOF,WSJOCF,16.116215747347994,5.4888145932520995
h_01,line,69 kV Cruce de Ocoa – km 15 de Azua_d,WXAIAF,WXPLIF,42.88554815531095,26.380074299662446
h_01,line,69 kV Cruce de Ocoa – Pizarrete_e,WXPZ1F,WXBANF,81.00756621077014,51.00885623357383
h_01,line,69 kV Cruce de Ocoa – Pizarrete_d,WXLFAF,WXBANF,56.49030336684893,-34.925001454599844
h_01,line,69 kV Cruce de Ocoa – Pizarrete_c,WXBMAF,WXLFAF,56.107982273516576,-34.64271232129993
h_01,line,69 kV Cruce de Ocoa – Pizarrete_b,WXBAPF,WXBMAF,35.42127570026537,-21.565950416161435
h_01,line,69 kV Goya – Pizarrete_d,WXAISF,WGOYAF,1.5307314417876547,0.6310854410929275
h_01,line,69 kV Derivación ZF Villa Altagracia_a,WXCINF,WXVALF,22.170155214364236,8.898373481658025
h_01,line,69 kV Derivación ZF Villa Altagracia_b,WXVALF,WZVALF,0.6985540017319656,0.2821102257555213
h_01,line,69 kV REFIDOMSA – LAFZID_b,WLAFZF,WRPETF,18.209602140552697,-13.068604198025929
h_01,line,69 kV Haina – Herrera_b L1,WXCOHF,WXOFAF,0.09972142583600109,0.016573005494648466
h_01,line,69 kV Haina – Puerto de Haina_b,WXPHAF,WPHAIF,2.534506891377359,1.0772470969394798
h_01,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_e,WXVNOF,WASOEF,4.658719989453132,1.7955007948941548
h_01,line,69 kV Barahona – Cruce de Cabral_b,WXIBAF,WXZBAF,0.6663644130194288,-0.2620585062631632
h_01,line,69 kV Barahona – Cruce de Cabral_a,,WXIBAF,0.010633518003139258,-2.223388784892063e-12
h_01,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_d,WXKQAF,WXVNOF,28.13480144285666,14.653749442671751
h_01,line,69 kV Derivación Ingenio Barahona,WXIBAF,WIBARF,0.6744557788712436,0.2620585061532938
h_01,line,69 kV Barahona – Cruce de Cabral_c,WXZBAF,WCCABF,2.930160241110526,-1.1578605744669246
h_01,line,69 kV Duvergé – Neyba,WDUVEF,WNEYBF,36.69649305952373,15.388381587306563
h_01,line,69 kV Cruce de Cabral – Duvergé_c,WXSALF,WDUVEF,50.63571429526572,20.527603982640695
h_01,line,69 kV Cruce de Cabral – Duvergé_a,WCCABF,WXKINF,65.97243951652287,29.4609092648708
h_01,line,69 kV Derivación Aluminio Dominicano,WXALDF,WADOMF,0.19877297054532467,0.09115043237294906
h_01,line,69 kV Haina – Herrera_b L2,WXPFLF,WXTORF,1.1599902666421853,0.919801341548153
h_01,line,69 kV Elías Piña – San Juan 2_c,WXLMFF,WEPINF,5.8657405856880205,4.366779591221328
h_01,line,69 kV Derivación Domingo Rodríguez,WXDROF,WDRODF,2.911060929957581,-2.1988453237311236
h_01,line,69 kV Haina – Kilómetro 10.5_b,WXBOHF,WKDMBF,41.177485779282236,27.07194200351187
h_01,line,69 kV Sabaneta – San Juan_b,WXSABF,WSABAF,10.714719339025915,-3.8691124131241525
h_01,line,69 kV Derivación Zona Franca Barahona,WZBARF,WXZBAF,2.3040761367165348,-0.895689501738752
h_01,line,69 kV San Juan – San Juan 2,WSJU2F,WSJUAF,16.74081116335844,12.23229355909051
h_01,line,69 kV km 15 Azua – Los Toros,WKQA1F,WLTORF,8.773194393019441,-6.779320766675702
h_01,line,69 kV Cruce de Ocoa – km 15 de Azua_e,WXAIAF,WKQA1F,42.88471564838904,-26.380074299659263
h_01,line,69 kV km 15 de Azua – Sabana Yegua_a,WKQA1F,WMAGUF,1.4561362683739172,-1.0505347991129927
h_01,line,69 kV km 15 Azua – Quita Coraza_a,WKQA1F,WXQCOF,4.146611809752045,1.620221143303645
h_01,line,69 kV Duvergé – Las Damas,WDUVEF,WLDAMF,10.249010176183198,1.5100799768016442
h_01,line,69 kV km 15 de Azua – Sabana Yegua_d,WXSYEF,WSYEGF,9.1192183345233,-7.092806167127333
h_01,line,69 kV LAFZID – Cementos Colón_d,WCCOLF,WXCCOF,2.6827547082224825,-1.9747485037974386
h_01,line,69 kV Pizarrete – Madre Vieja_e,WXICAF,WXYAGF,50.33563636971129,33.706391853848956
h_01,line,69 kV Derivación Guanito 2,WXGU2F,WGUA2F,2.4638092742144666,1.7805537012345254
h_01,line,69 kV Derivación Acueducto INAPA SCN,WXAISF,WAISCF,0.42136349018523983,0.3024535850842735
h_01,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_b,WXABRF,WXSCAF,37.272320708061145,14.917330172580867
h_01,line,69 kV Cruce Cabral – Cruce Cabral 2,WCCA2F,WCCABF,39.43521314511727,30.628769004548346
h_01,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_a,WCCA2F,WXABRF,37.23228796213955,14.971828283714746
h_01,line,69 kV Derivación SODOCAL_b,WXSODF,WSODOF,0.41411831516112396,0.31177619471796
h_01,line,69 kV Derivación SODOCAL_a,WMVIEF,WXSODF,0.4122320716774231,0.31177707916146685
h_01,line,69 kV Barahona – Barahona Carbón,WBAR1F,WXBARF,29.28627326338946,-21.90609370000188
h_01,line,69 kV Haina – REFIDOMSA_a,WHAINF,WXOJIF,42.32964659675878,22.52126277351971
h_01,line,69 kV Derivación Azua,WAZUAF,WXAZUF,34.96596545628654,-21.419268600001608
h_01,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_c,WXSCAF,WXKQAF,37.440966746972734,14.683634776569507
h_01,line,69 kV Derivación Las Matas de Farfán,WLMFAF,WXLMFF,7.693452102433766,-5.696889468000199
h_01,line,69 kV Derivación Pizarrete Distribución,WPIZDF,WXPZ1F,11.787978412688185,-7.948363185984597
h_01,line,69 kV Derivación Solar Canoa,WXSCAF,WSCANF,0.05992833475138065,1.9867294953568888e-07
h_01,line,69 kV Cruce de Cabral – Duvergé_b,WXKINF,WXSALF,53.93267239421222,22.88563344725022
h_01,line,69 kV San Juan 2 – Vallejuelo,WSJU2F,WVALLF,1.940581186323752,1.4038606322900675
h_01,line,69 kV Haina – Herrera_a L1,,WXOFAF,0.04543260432226822,-3.5766005102897425e-13
h_01,line,69 kV Haina – Puerto de Haina_a,WHAINF,WXPHAF,1.4514560669167427,1.077314469841208
h_01,line,69 kV Haina – Herrera_a L2,WXTORF,,0.10860772523763093,2.492018751852805e-07
h_01,line,69 kV Haina – Kilómetro 10.5_a,WHAINF,WXBOHF,45.02796829079811,29.6569278004251
h_01,line,69 kV Haina – REFIDOMSA_b,WXOJIF,WXGBOF,39.81987336663318,19.560821995329512
h_01,line,69 kV Derivación Ojiva,WXOJIF,WOJIVF,3.7424037695402728,2.9350030295587004
h_01,line,69 kV Derivación Khoury Industrial,WXKINF,WKINDF,8.949801884579504,6.285741582438076
h_01,line,69 kV Haina – Herrera_d L1,WXHE1F,WXALDF,36.29566843746761,29.095594691537567
h_01,line,69 kV Haina – Herrera_c L1,WXALDF,WXCOHF,36.182054315005715,29.00136670107509
h_01,line,69 kV Haina – Herrera_c L2,WXPFLF,WXHE1F,1.1619466180549372,-0.9198013415499627
h_01,line,69 kV km 15 de Azua – Sabana Yegua_b,WMAGUF,WXVILF,1.9953821792924016,-1.0516676604238437
h_01,line,69 kV Elías Piña – San Juan 2_b,WXDROF,WXLMFF,13.463504318315131,10.109746687492041
h_01,line,69 kV Elías Piña – San Juan 2_a,WXDROF,WSJU2F,10.472466373789874,-7.910901363761001
h_01,line,69 kV Pizarrete – Madre Vieja_h,WXAISF,WMVIEF,16.485617060786307,10.544943920847196
h_01,line,69 kV Pizarrete – Madre Vieja_f,WXYAGF,WXAISF,17.74140688984815,11.52265013517441
h_01,line,69 kV LAFZID – Cementos Colón_c,WXCCOF,WXARDF,2.650649069244703,-1.9753013805363147
h_01,line,69 kV Palamara – Madre Vieja_f,WXARDF,WXADOF,43.45907538664086,-32.4632560406918
h_01,line,69 kV Derivación LAFZID,WXAD2F,,0.009335609612569316,1.5991633501871474e-10
h_01,line,69 kV Pizarrete – Madre Vieja_d,WXPZ1F,WXICAF,50.42995468505542,34.03475247197647
h_01,line,69 kV Sabana Yegua – San Juan_a,WSYEGF,WXSYE2F,0.6831197288138191,-0.1980490033155199
h_01,line,69 kV Haina – REFIDOMSA_d,WXGBOF,WRPETF,47.752607785739336,35.185527588066165
h_01,line,69 kV Palamara – Madre Vieja_a,WPALBF,WXPA1F,44.243440688603116,33.982370236609896
h_01,line,69 kV Palamara – Madre Vieja_c,WXPA2F,WXAD2F,44.151432335354286,33.23504867028868
h_01,line,69 kV Derivación Multiparques,WRPETF,WMLTPF,28.968809935345714,21.686659058614545
h_01,line,69 kV Palamara – Madre Vieja_e,WXAD2F,WXADOF,43.486322604265695,32.53055394150965
h_01,line,69 kV Derivación Lucila,WXPZ1F,WLUCIF,0.04330800963381041,0.011229081843699541
h_01,line,69 kV Derivación S/E Móvil ETED,WXGBOF,WMETEF,62.44619521636925,-48.80942658614984
h_01,line,138 kV Duvergé – Jimaní,WJIBPE,WDUVEF,3.8259970319138747,-2.7666166850000016
h_01,line,138 kV Palamara – SCN L2_a,WXSC2E,WPAL1E,11.51146187748857,-13.497074160917869
h_01,line,138 kV SCN – Valdesia L2_b,WVALBE,WXSC2E,7.558527635507597,2.777966670721867
h_01,line,138 kV Palamara – SCN L1_a,WXSC2E,WPAL1E,11.51146187748857,-13.497074160917869
h_01,line,138 kV SCN – Valdesia L1_b,WVALBE,WXSC2E,7.558527635507597,2.777966670721867
h_01,line,138 kV Cruce Cabral 2 – km 15 de Azua L2,WKQA1E,WCC21E,10.613479453184528,14.34718729170212
h_01,line,138 kV Aguacate – Valdesia,WVALBE,WAGUBE,25.63703439053947,-40.307471639634876
h_01,line,138 kV Pizarrete – Valdesia,WPIZAE,WVALBE,19.9423186007651,-59.08994788105106
h_01,line,138 kV Aguacate – Jigüey,WJIGBE,WAGUBE,9.654444807344612,15.14621621930605
h_01,line,138 kV km 15 de Azua – Monte Río_a,WKQA1E,WX2PAE,0.8979764032857936,2.4483779612403263
h_01,line,138 kV Jigüey – Valdesia_b,WXAGUE,WVALBE,15.898585565747265,25.01983826499423
h_01,line,138 kV Bayasol – km 15 de Azua_b,WXK15E,WBAYAE,11.707148482444069,-14.623046144464446
h_01,line,138 kV Bayasol – km 15 de Azua_c,WKQA1E,WXK15E,11.690800443541667,-14.549693314106966
h_01,line,138 kV Matafongo – Pizarrete_b,WXMA1E,WXPIZE,10.820705720640232,0.2324062855290201
h_01,line,138 kV km 15 de Azua – Matafongo_a,WKQA1E,WXMA2E,15.39297286721876,-20.562167998694314
h_01,line,138 kV Jigüey – Valdesia_a,WJIGBE,WXAGUE,15.93413488059136,25.071360333402108
h_01,line,138 kV Julio Sauri – Palamara L1,WJSA1E,WPAL1E,31.365386815341882,94.79403905599189
h_01,line,138 kV Julio Sauri – Palamara L2,WJSA1E,WPAL1E,31.365386815341882,94.79403905599189
h_01,line,138 kV Bar Carbón – Cruce Cabral 2 L2,WBCA1E,WCC21E,9.81159738451675,12.126647967920755
h_01,line,138 kV Bar Carbón – Cruce Cabral 2 L1,WBCA1E,WCC21E,9.81159738451675,12.126647967920755
h_01,line,138 kV Cruce Cabral 2 – km 15 de Azua L1,WKQA1E,WCC21E,10.613479453184528,14.34718729170212
h_01,line,138 kV Cruce de Cabral 2 – Los Cocos L1,WCC21E,WLCOCE,3.9283129753748125,3.5134592917014853
h_01,line,138 kV Cruce de Cabral 2 – Los Cocos L1a,WCC21E,WLCOCE,3.9283129753748125,3.5134592917014853
h_01,line,138 kV Palenque – Punta Catalina_b,WXPI2E,WXPA1E,9.323130720181066,-29.595650537224177
h_01,line,138 kV Julio Sauri – Pizarrete_c,WPIZAE,WXSCNF,22.851005340924157,-71.16772970294734
h_01,line,69 kV Sabana Yegua – San Juan_b,WXSYE2F,WXGU1F,0.7333860128915327,-0.19806280932930156
h_01,line,69 kV Sabana Yegua – San Juan_c,WXGU1F,WXGU2F,0.7478367373168647,-0.19808440380904516
h_01,line,69 kV Sabana Yegua – San Juan_d,WXGU2F,WSJU2F,4.420286440391694,-1.9786448526624953
h_01,line,138 kV Palomino – San Juan 2_a,WPLM1E,WXPL1E,6.73267837710716,8.814466396953566
h_01,line,138 kV Julio Sauri – Pizarrete_b,WJSA1E,WXSCNF,23.00711697526543,71.75935386632332
h_01,line,138 kV Julio Sauri – Palenque_a,WXPA2E,WJSA1E,14.109807961783954,-38.00876250628791
h_01,line,138 kV Palenque – Punta Catalina_a,WPALEE,WXPA1E,9.35336146225503,29.62852182152873
h_01,line,138 kV Julio Sauri – Palenque_b,WPALEE,WXPA2E,13.695082157655614,-37.965320160525835
h_01,line,138 kV Kilómetro 15 de Azua – Palomino_b,WPLM1E,WXPL2E,6.349375339025502,-9.593265854671646
h_01,line,138 kV Palenque – Punta Catalina_d,WXPC2E,WPCA1E,9.305306636371167,29.595118166990602
h_01,line,345 kV Julio Sauri – Punta Catalina L2,WPCA1D,WJSA1D,17.679974762454282,284.97607391897026
h_01,line,138 kV km 15 de Azua – San Juan 2_a,WKQA1E,WXSJ2E,9.422242483403338,14.886944225765586
h_01,line,138 kV km 15 de Azua – Punta Catalina_b,WXPC1E,WPCA1E,9.290759824850408,-29.572298684280028
h_01,line,138 kV km 15 de Azua – Punta Catalina_a,WKQA1E,WXCA3E,9.22561378572041,-29.37284820901351
h_01,line,138 kV Calabaza – km 15 de Azua_b,WKQA1E,WCALAE,7.461469701792075,-22.281103681171594
h_01,line,138 kV Palomino – San Juan 2_b,WXPL1E,WSJU2E,7.042417103334069,8.803038212019738
h_01,line,138 kV km 15 de Azua – San Juan 2_b,WXSJ2E,WSJU2E,9.327110735222465,14.829855998887693
h_01,line,138 kV km 15 de Azua – Matafongo_b,WXMA2E,WMTFNE,12.92433001323344,-20.694008723814044
h_01,line,138 kV Matafongo – Pizarrete_a,WXMA1E,WMTFNE,9.235089833837211,-0.2324062855282658
h_01,line,138 kV Kilómetro 15 de Azua – Palomino_a,WXPL2E,WKQA1E,6.967594146734409,-9.603646054801752
h_01,line,34.5 kV Larimar 1 – Los Cocos 1,WLCO1K,WLAR1K,0.01673106019986426,6.314715539108041e-09
h_01,line,34.5 kV Larimar 2 – Los Cocos 2,WLCO1K,WLAR2K,0.01673106019986426,6.314715539108041e-09
h_01,line,138 kV Itabo TG – Julio Sauri L1,WJSA1E,WITAGE,12.908248837773447,35.58895219135926
h_01,line,138 kV Itabo TG – Julio Sauri L2,WJSA1E,WITAGE,12.908248837773447,35.58895219135926
h_01,line,138 kV Julio Sauri – Paraíso,WJSA1E,WPARAE,14.64360833108444,33.07897357356915
h_01,line,138 kV km 15 de Azua – Punta Catalina_d,WXCA3E,WXPC1E,9.277250674307428,-29.51602772176133
h_01,line,138 kV Matafongo – Pizarrete_c,WXPIZE,WPIZAE,12.043789444981739,0.23093162859999503
h_01,line,138 kV Bayasol – Pizarrete_b,WBAYAE,WPIZAE,12.216582789258759,-14.676482641133468
h_01,line,138 kV Calabaza – Pizarrete_c,WXPC3E,WPIZAE,7.677149820928861,-22.407911168233028
h_01,line,138 kV Santanasol – Pizarrete_b,WPIZAE,WSANAE,1.8160610216426991,0.0024852044349200756
h_01,line,138 kV Girasol – Pizarrete_b,WXSA2E,WPIZAE,1.8160610216427924,-0.0023765696160862873
h_01,line,138 kV Palenque – Punta Catalina_c,WXPC2E,WXPI2E,9.306008402225812,-29.595118167013368
h_01,line,138 kV Girasol – Pizarrete_a,WXSA2E,WGIRAE,1.7885558227278255,0.002376569617323047
h_01,line,138 kV Girasol – Santanasol_b,WSANAE,WGIRAE,1.7885558227278369,0.002376569617497598
h_01,line,138 kV km 15 de Azua –Powership KPS26 _b,WPAK2E,WX1PAE,0.8175246481693009,-2.402837173201784
h_01,line,138 kV Monte Río–Powership Azua KPS26_b,WPAK2E,WX3PAE,3.8337814998329423,-1.0877898925452663
h_01,line,138 kV Calabaza – Pizarrete_b,WCALAE,WXPC3E,7.675142897180004,-22.370099164383625
h_01,line,138 kV km 15 de Azua –Powership KPS26 _a,WKQA1E,WX1PAE,0.8054144291584745,2.4031115799883516
h_01,line,138 kV Monte Río–Powership Azua KPS26_a,WX3PAE,WMRI2E,3.801431240914846,-1.0883623790869328
h_01,line,138 kV km 15 de Azua – Monte Río_b,WX2PAE,WMRI2E,0.7749037768908666,2.4480892671322843
h_01,line,138 kV Calabaza – Peravia L2,WPERAE,WCALAE,0.00949630422107958,6.655503710638593e-12
h_01,line,138 kV Calabaza – Peravia L1,WPERAE,WCALAE,0.00949630422107958,6.655503710638593e-12
h_01,line,138 kV Los Cocos – Pedernales L2_a,WLCOEE,,2.149082095424318,0.0010757479556297736
h_01,line,138 kV Los Cocos – Pedernales L1_a,WLCOEE,WPEBPE,2.124494264161683,1.6557394147147
h_01,line,138 kV Jumper Pedernales,WLCOCE,WLCOEE,4.139023525517503,1.6568504981648813
h_01,line,138 kV Boca Chica – SPM 2_b,WXBC3E,WXJD1E,9.987755134785093,24.31732387125518
h_01,line,138 kV Boca Chica – SPM 2_c,WXJD1E,WSP2CE,9.671969465327527,24.257577690542835
h_01,line,138 kV Boca Chica – SPM 2_a,WXBC3E,WBCHIE,10.067773889022472,-24.317323871254946
h_01,line,138 kV Itabo – Palamara,WITA1E,WMETEE,46.457174596413985,62.64393705512431
h_01,line,138 kV Hainamosa – Palamara_b,WPAL1E,WXVM1E,35.32147902875874,-40.76392558065355
h_01,line,138 kV Palamara – Villa Mella_b,WVME1E,WXVM3E,22.980006650259277,2.957646980261877
h_01,line,138 kV Embajador – Los Prados,WEMBAE,WLPRAE,23.17498621763672,33.68200656696914
h_01,line,138 kV Hainamosa – Los Mina L1,WLM22E,WHNS1E,21.334731473797397,-31.367072240290423
h_01,line,138 kV Hainamosa – Los Mina L2,WLM22E,WHNS1E,21.334731473797397,-31.367072240290423
h_01,line,138 kV Timbeque 2 – Villa Duarte,WTI21E,WVDU2E,17.192008796572868,-45.55895887631156
h_01,line,138 kV Los Mina – Timbeque 2,WTI21E,WLM22E,35.57932031180489,-110.76440643699299
h_01,line,138 kV Itabo TG – UASD,WITAGE,WUASDE,8.633922577503023,18.163052302038345
h_01,line,138 kV Haina – Matadero L1,WHAINE,WMATBE,21.99303278496009,30.03956696700562
h_01,line,138 kV Haina – Matadero L2,WHAINE,WMATBE,21.99303278496009,30.03956696700562
h_01,line,138 kV Herrera – Itabo_b,WITA1E,WHERRE,43.01165634435306,67.27979257560702
h_01,line,138 kV Hainamosa – Villa Mella_a,WXVM2E,WHNS1E,53.32731595155773,-70.29446202631743
h_01,line,138 kV Herrera – Los Prados_b,WLPRAE,WHERRE,8.59508187934762,3.451723854231461
h_01,line,138 kV Itabo – Los Prados_a,WXHE1E,WITA1E,27.353863093931363,-41.8591937190477
h_01,line,138 kV El Brisal – Hainamosa_a,WHNS1E,WXEBR1,31.144868156623733,40.54580482661792
h_01,line,138 kV César Nicolás Penson – Timbeque 2,WTI21E,WCNPAE,31.252985464265265,133.47186308341685
h_01,line,138 kV César Nicolás Penson – Metro,WMETRE,WCNPAE,9.87946262296346,-6.268108907318426
h_01,line,138 kV Embajador – Matadero,WMATBE,WEMBAE,58.38246197999456,90.97129031724876
h_01,line,138 kV Matadero – UASD,WUASDE,WMATBE,28.2109305422784,86.24238584846368
h_01,line,138 kV El Brisal – Hainamosa_b,WXEBR1,WEBRIE,26.726203230242767,40.44146922121194
h_01,line,138 kV Hainamosa – Villa Duarte_a,WHNS1E,WXEBR4,21.974812360031862,29.110306598982827
h_01,line,138 kV Itabo – Los Prados_b,WLPRAE,WXHE1E,27.400199427941786,-41.7879082058726
h_01,line,138 kV Metropolitano – Paraíso,WMETRE,WPARAE,9.87418282003574,-4.340957222190406
h_01,line,138 kV Matadero – METALDOM,WMATBE,WMETAE,1.5529238145564064,2.100517111844738
h_01,line,138 kV Haina – Itabo L1,WHAINE,WITA1E,42.70186693857899,-56.68277266878769
h_01,line,138 kV Haina – Itabo L2,WITA1E,WHAINE,42.70186693857899,56.74038122065872
h_01,line,138 kV Itabo – ItaboTG,WITAGE,WITA1E,18.35600123606952,52.82730073650161
h_01,line,138 kV Los Mina – Los Mina 6,WLMI6E,WLM22E,7.894137555181197,-2.853717110362569
h_01,line,138 kV Los Mina – Los Mina 5,WLM22E,WLMI5E,7.815597956709524,0.0021505344777854834
h_01,line,138 kV El Brisal – Villa Duarte_c,WVDU2E,WXEBR5,24.015422536368945,25.668600593763436
h_01,line,138 kV El Brisal – Villa Duarte_a,WXEBR2,WEBRIE,20.700735076013387,25.64504039623261
h_01,line,138 kV Hainamosa – Villa Duarte_c,WVDU2E,WXEBR3,21.928675214658078,-29.03775165659896
h_01,line,138 kV AES Andrés – AES Andrés Intercon,WIAANE,WAANDE,81.32113792218848,-280.7952535066305
h_01,line,138 kV Guerra – La Luisa_a,WXCL2E,WGUERE,7.369873127044876,23.181659894638752
h_01,line,138 kV Guerra – SPM 2_a,WXCL1E,WGUERE,11.057950061839247,34.61875778150822
h_01,line,138 kV Guerra – SPM 2_b,WXCL1E,WSP2CE,10.986000799136859,-34.61875778150747
h_01,line,138 kV Hainamosa – Juan Dolio_c,WXJD2E,WJDO1E,16.46569731570716,-51.74566117702661
h_01,line,138 kV Boca Chica – Hainamosa_a,WXBC2E,WBCHIE,41.845951078549945,-131.53674219399986
